Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District
05/23/2020 05:35:00 PM,024XX W DIVISION ST,Нападение,SIMPLE,УЛИЦА,false,true,14
08/16/2020 12:00:00 PM,050XX N WINCHESTER AVE,Кража,FROM BUILDING,Квартира,false,false,20,
01/25/2020 08:25:00 AM,068XX S NORMAL BLVD,ДРУГОЕ НАРУШЕНИЕ,VIOLATE ORDER OF PROTECTION,Квартира,true,true,7,
10/11/2020 11:26:00 AM,003XX N CENTRAL AVE,Нападение,SIMPLE,Другое,false,false,15,
06/09/2020 06:35:00 PM,022XX W 23RD PL,Драка,SIMPLE,ALLEY,true,false,10,
01/30/2020 07:30:00 PM,023XX N KEDVALE AVE,УГОН АВТОМОБИЛЯ,ATT: AUTOMOBILE,УЛИЦА,true,false,25,
11/13/2020 08:20:00 AM,008XX S INDEPENDENCE BLVD,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,true,11,
06/17/2020 07:00:00 PM,009XX N HOMAN AVE,НАРКОТИКИ,MANU/DELIVER: HEROIN (WHITE),Тротуар,true,false,11,
05/10/2020 06:30:00 AM,068XX S PULASKI RD,Кража,$500 AND UNDER,Гараж,false,false,8,
02/02/2021 01:20:00 PM,073XX N WESTERN AVE,Кража,OVER $500,ПРОДОВОЛЬСТВЕННЫЙ МАГАЗИН,false,false,24,
09/01/2020 03:00:00 PM,079XX S MANISTEE AVE,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,true,4,
02/12/2020 05:00:00 PM,031XX W 64TH ST,Драка,AGGRAVATED: HANDGUN,УЛИЦА,false,false,8,
01/04/2020 06:15:00 PM,012XX N STATE PKWY,Кража,RETAIL THEFT,НЕБОЛЬШОЙ РОЗНИЧНЫЙ МАГАЗИН,false,false,18,
08/28/2020 09:00:00 AM,068XX S MAPLEWOOD AVE,Кража,$500 AND UNDER,УЛИЦА,false,false,8,
05/15/2020 12:00:00 PM,073XX S DREXEL AVE,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,3,
11/23/2020 05:30:00 PM,048XX W DIVERSEY AVE,Ограбление,ATTEMPT: ARMED-KNIFE/CUT INSTR,УЛИЦА,false,false,25,
04/29/2020 04:00:00 PM,006XX N HOYNE AVE,Кража,TO VEHICLE,УЛИЦА,false,false,12,
08/15/2020 08:23:00 PM,089XX S EAST END AVE,Драка,AGGRAVATED DOMESTIC BATTERY: Другое DANG WEAPON,РЕЗИДЕНЦИЯ,false,true,4,
06/12/2020 10:30:00 AM,027XX W HARRISON ST,Нападение,SIMPLE,Другое,false,false,11,
08/09/2020 07:00:00 PM,042XX W MELROSE ST,Кража,TO VEHICLE,УЛИЦА,false,false,17,
07/02/2020 01:20:00 AM,072XX S PHILLIPS AVE,Ограбление,ARMED: HANDGUN,УЛИЦА,false,false,3,
09/21/2020 09:45:00 PM,007XX E GRAND AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕСТОРАН,false,true,18,
10/16/2020 04:15:00 PM,008XX N MICHIGAN AVE,Кража,RETAIL THEFT,НЕБОЛЬШОЙ РОЗНИЧНЫЙ МАГАЗИН,true,false,18,
01/20/2021 09:30:00 PM,049XX S PULASKI RD,Кража,OVER $500,Гараж,false,false,8,
03/14/2020 10:26:00 PM,010XX E 79TH ST,НАРКОТИКИ,POSS: CANNABIS 30GMS OR LESS,УЛИЦА,true,false,6,
01/01/2021 06:10:00 AM,060XX S KENNETH AVE,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,8,
05/02/2020 11:15:00 PM,034XX W CERMAK RD,ДРУГОЕ НАРУШЕНИЕ,PAROLE VIOLATION,УЛИЦА,true,false,10,
03/11/2020 12:00:00 AM,010XX N DAMEN AVE,Кража,FROM BUILDING,РЕЗИДЕНЦИЯ,false,false,12,
10/08/2020 04:15:00 PM,052XX W FULTON ST,Нападение,SIMPLE,Квартира,false,false,15,
02/14/2021 09:24:00 AM,056XX S RICHMOND ST,Нападение,SIMPLE,РЕЗИДЕНЦИЯ,false,true,8,
01/15/2021 09:30:00 AM,011XX N RIDGEWAY AVE,НАРКОТИКИ,POSS: HEROIN(WHITE),ALLEY,true,false,11,
06/25/2020 11:00:00 AM,023XX W CERMAK RD,Кража,$500 AND UNDER,РЕСТОРАН,false,false,10,
01/06/2021 01:30:00 PM,060XX S HARPER AVE,Кража,TO VEHICLE,Гараж,false,false,3,
06/16/2020 10:30:00 AM,036XX W 47TH ST,Драка,SIMPLE,УЛИЦА,false,false,8,
02/21/2020 12:00:00 PM,006XX W PATTERSON AVE,УГОН АВТОМОБИЛЯ,ATTEMPT - FINANCIAL IDENTITY THEFT,РЕЗИДЕНЦИЯ,false,false,19,
11/19/2020 08:00:00 PM,014XX E 68TH ST,Драка,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,РЕЗИДЕНЦИЯ,false,true,3,
06/06/2020 10:05:00 PM,055XX S HONORE ST,Драка,SIMPLE,УЛИЦА,true,false,7,
04/21/2020 08:50:00 AM,046XX N SPRINGFIELD AVE,ДРУГОЕ НАРУШЕНИЕ,FALSE/STOLEN/ALTERED TRP,УЛИЦА,false,false,17,
03/01/2021 01:30:00 PM,037XX W FLOURNOY ST,Драка,SIMPLE,Квартира,false,false,11,
09/24/2020 09:20:00 AM,017XX W ELLEN ST,Кража,TO VEHICLE,ПОДЪЕЗД - ЖИЛОЙ,false,false,14,
03/31/2020 03:45:00 AM,027XX W ROOSEVELT RD,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,Другое,false,false,11,
05/12/2020 08:46:00 PM,045XX S HONORE ST,Кража,TO PROPERTY,Квартира,false,false,9,
08/09/2020 07:45:00 PM,051XX W NORTH AVE,Ограбление,STRONGARM - NO WEAPON,Тротуар,false,false,25,
01/01/2020 01:30:00 AM,076XX N SHERIDAN RD,ПРАВОНАРУШЕНИЕ В ОТНОШЕНИИ ДЕТЕЙ,ДРУГОЕ НАРУШЕНИЕ,Квартира,false,true,24,
07/18/2020 03:24:00 PM,011XX S CLARK ST,Кража,RETAIL THEFT,УНИВЕРМАГ,true,false,1,
03/04/2020 09:00:00 AM,052XX W ALTGELD ST,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,Квартира,false,false,25,
02/13/2020 12:00:00 PM,007XX N ST LOUIS AVE,НАРКОТИКИ,MANU/DEL:CANNABIS 10GM OR LESS,Тротуар,true,false,11,
01/29/2020 03:20:00 PM,029XX S WABASH AVE,Нападение,TO LAND,SCHOOL, PUBLIC, GROUNDS,true,false,1,
05/24/2020 10:40:00 PM,006XX E 62ND ST,Кража,TO PROPERTY,Квартира,false,false,3,
08/26/2020 05:00:00 AM,073XX S EAST END AVE,Износилование,NON-AGGRAVATED,Квартира,false,false,3,
01/05/2021 07:07:00 PM,015XX N FREMONT ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,Гараж,false,false,18,
09/20/2020 06:55:00 PM,010XX N LEAMINGTON AVE,Драка,SIMPLE,Тротуар,false,false,15,
12/30/2020 10:53:00 AM,016XX N PULASKI RD,Кража,RETAIL THEFT,CONVENIENCE STORE,true,false,25,
12/10/2020 12:36:00 PM,002XX N PULASKI RD,Ограбление,AGGRAVATED,ПРОДОВОЛЬСТВЕННЫЙ МАГАЗИН,false,false,11,
04/26/2020 12:35:00 AM,058XX S LAFLIN ST,Нападение,AGGRAVATED: HANDGUN,УЛИЦА,false,false,7,
03/06/2020 07:00:00 PM,078XX S PAULINA ST,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,РЕЗИДЕНЦИЯ,false,true,6,
02/23/2020 03:55:00 PM,010XX W 59TH ST,Нападение,SIMPLE,УЛИЦА,true,false,7,
08/07/2020 10:40:00 PM,031XX W MARQUETTE RD,Драка,SIMPLE,Тротуар,false,false,8,
08/27/2020 02:10:00 PM,016XX W 59TH ST,Кража,RETAIL THEFT,НЕБОЛЬШОЙ РОЗНИЧНЫЙ МАГАЗИН,true,false,7,
03/24/2020 12:15:00 PM,005XX N ST LOUIS AVE,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,11,
10/06/2020 09:00:00 AM,048XX S THROOP ST,ДРУГОЕ НАРУШЕНИЕ,VIOLATE ORDER OF PROTECTION,РЕЗИДЕНЦИЯ,false,true,9,
07/22/2020 01:56:00 PM,001XX W 35TH ST,Кража,$500 AND UNDER,CTA TRAIN,true,false,9,
03/28/2020 12:55:00 PM,091XX S EUCLID AVE,НАРКОТИКИ,POSS: CANNABIS 30GMS OR LESS,Тротуар,true,false,4,
07/13/2020 06:00:00 PM,113XX S DR MARTIN LUTHER KING JR DR,Кража,TO VEHICLE,УЛИЦА,false,false,5,
02/26/2021 08:45:00 PM,019XX W MADISON ST,Кража,FROM BUILDING,SPORTS ARENA/STADIUM,false,false,12,
02/26/2020 05:45:00 PM,038XX W AUGUSTA BLVD,Ограбление,ARMED: HANDGUN,Тротуар,false,false,11,
12/23/2020 11:40:00 AM,011XX S CANAL ST,Нападение,TO LAND,УНИВЕРМАГ,true,false,1,
07/05/2020 05:40:00 PM,095XX S EXCHANGE AVE,Драка,DOMESTIC BATTERY SIMPLE,РЕЗИДЕНЦИЯ,false,true,4,
12/29/2020 01:00:00 PM,029XX N COMMONWEALTH AVE,Кража,FROM BUILDING,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,19,
12/06/2020 03:23:00 PM,059XX N KIMBALL AVE,Нападение,SIMPLE,РЕЗИДЕНЦИЯ,false,true,17,
05/14/2020 11:00:00 AM,0000X E CHICAGO AVE,УГОН АВТОМОБИЛЯ,COUNTERFEIT CHECK,ОБМЕН ВАЛЮТ,false,false,18,
10/24/2020 11:40:00 AM,111XX S STATE ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,Гараж,false,false,5,
05/14/2020 02:00:00 AM,001XX E 60TH ST,Драка,SIMPLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),true,false,2,
12/19/2020 12:30:00 PM,087XX S ABERDEEN ST,Драка,SIMPLE,SCHOOL, PUBLIC, СТРОЙКА,false,false,22
04/30/2020 12:00:00 AM,066XX S WHIPPLE ST,Кража,TO VEHICLE,УЛИЦА,false,false,8
11/21/2020 03:50:00 PM,015XX W GARFIELD BLVD,Драка,PRO EMP HANDS NO/MIN INJURY,CTA BUS,false,false,9
07/04/2020 02:00:00 AM,015XX S MICHIGAN AVE,Нападение,TO LAND,Гараж,false,false,1
02/21/2021 04:00:00 PM,008XX S MICHIGAN AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,РЕЗИДЕНЦИЯ,false,false,1
04/21/2020 11:00:00 AM,064XX S WINCHESTER AVE,Кража,TO VEHICLE,УЛИЦА,true,true,7
01/05/2021 10:22:00 PM,008XX N LEAMINGTON AVE,Драка,DOMESTIC BATTERY SIMPLE,АВТОМОБИЛЬ НЕКОММЕРЧЕСКИЙ,true,true,15
12/20/2020 09:00:00 PM,044XX W VAN BUREN ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,УЛИЦА,false,false,11
01/14/2021 01:35:00 AM,048XX N CENTRAL AVE,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,Квартира,false,false,16
05/21/2020 10:52:00 AM,080XX S INGLESIDE AVE,Кража,$500 AND UNDER,ALLEY,false,false,6
07/17/2020 06:00:00 AM,024XX N BERNARD ST,Кража,FROM BUILDING,РЕЗИДЕНЦИЯ,false,false,14
11/01/2020 07:30:00 AM,084XX S BURLEY AVE,Кража со взломом,FORCIBLE ENTRY,Квартира,false,false,4
06/16/2020 10:00:00 AM,123XX S YALE AVE,Кража,$500 AND UNDER,РЕЗИДЕНЦИЯ,false,false,5
01/21/2020 11:00:00 PM,065XX S MINERVA AVE,Нападение,AGGRAVATED:KNIFE/CUTTING INSTR,Квартира,false,false,3
08/13/2020 05:30:00 PM,030XX S CALIFORNIA BLVD,УГОН АВТОМОБИЛЯ,ILLEGAL USE CASH CARD,УЛИЦА,false,false,10
12/22/2020 01:07:00 PM,006XX N LAWNDALE AVE,Драка,PRO EMP HANDS NO/MIN INJURY,, PUBLIC, СТРОЙКА,true,false,11,
01/26/2020 03:15:00 PM,094XX S PRAIRIE AVE,Кража,TO VEHICLE,УЛИЦА,false,false,6,
01/12/2020 09:30:00 PM,031XX N ASHLAND AVE,Кража,FROM BUILDING,ATHLETIC CLUB,false,false,19,
12/24/2020 04:00:00 PM,069XX S TALMAN AVE,Драка,AGGRAVATED:KNIFE/CUTTING INSTR,РЕЗИДЕНЦИЯ,true,false,8,
02/18/2020 09:15:00 AM,014XX N MILWAUKEE AVE,Драка,SIMPLE,УЛИЦА,false,false,14,
04/02/2020 08:32:00 AM,069XX S VERNON AVE,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,РЕЗИДЕНЦИЯ,false,false,3,
12/24/2020 04:00:00 PM,004XX N MICHIGAN AVE,Нападение,SIMPLE,CONVENIENCE STORE,true,false,18,
01/12/2021 08:45:00 AM,020XX W FERDINAND ST,Драка,SIMPLE,Другое,false,false,12,
03/02/2020 06:20:00 PM,009XX N MICHIGAN AVE,УГОН АВТОМОБИЛЯ,CREDIT CARD FRAUD,Другое,false,false,18,
02/12/2021 06:45:00 AM,108XX S AVENUE L,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,4,
11/09/2020 07:15:00 PM,006XX N CLARK ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,18,
08/15/2020 01:45:00 PM,002XX N PINE AVE,Кража,$500 AND UNDER,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),true,false,15,
02/26/2020 07:24:00 AM,022XX N KILDARE AVE,УГОН АВТОМОБИЛЯ,THEFT/RECOVERY: AUTOMOBILE,УЛИЦА,false,false,25,
12/05/2020 07:55:00 PM,004XX W 76TH ST,Драка,AGGRAVATED: HANDGUN,УЛИЦА,false,false,6,
01/06/2021 03:15:00 AM,082XX S VERNON AVE,Нападение,AGGRAVATED:KNIFE/CUTTING INSTR,Квартира,false,false,6,
01/13/2021 08:00:00 AM,073XX S PEORIA ST,Нападение,SIMPLE,РЕЗИДЕНЦИЯ,false,true,7,
11/17/2020 09:00:00 PM,014XX S TRIPP AVE,Кража со взломом,FORCIBLE ENTRY,РЕЗИДЕНЦИЯ,false,false,10,
06/21/2020 10:00:00 AM,034XX W FRANKLIN BLVD,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,true,11,
01/07/2021 12:23:00 AM,072XX S DOBSON AVE,Драка,SIMPLE,Квартира,false,false,3,
08/18/2020 04:00:00 PM,006XX W ARLINGTON PL,Кража,OVER $500,УЛИЦА,false,false,19,
07/09/2020 02:00:00 PM,083XX S SANGAMON ST,Кража со взломом,UNLAWFUL ENTRY,РЕЗИДЕНЦИЯ,false,false,6,
07/29/2020 09:00:00 AM,026XX W ESTES AVE,Кража,TO VEHICLE,УЛИЦА,false,false,24,
02/25/2021 10:00:00 PM,060XX S MOZART ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,8,
08/27/2020 02:00:00 AM,012XX S CALIFORNIA BLVD,Драка,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,false,true,10,
05/22/2020 08:02:00 PM,004XX S WESTERN AVE,Ограбление,ARMED: HANDGUN,CTA TRAIN,false,false,11,
01/22/2021 10:00:00 PM,057XX S KENTON AVE,Кража,FROM BUILDING,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,8,
04/20/2020 12:44:00 PM,014XX N MAYFIELD AVE,Драка,DOMESTIC BATTERY SIMPLE,Тротуар,true,true,25,
05/01/2020 12:00:00 PM,072XX S CAMPBELL AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,РЕЗИДЕНЦИЯ,false,false,8,
07/29/2020 03:45:00 PM,003XX E RANDOLPH ST,Кража,POCKET-PICKING,PARK PROPERTY,false,false,1,
09/08/2020 03:15:00 PM,085XX S MACKINAW AVE,Драка,AGGRAVATED: Другое DANG WEAPON,РЕЗИДЕНЦИЯ,false,false,4,
03/31/2020 10:30:00 PM,053XX N LINCOLN AVE,Кража,OVER $500,БАР ИЛИ ТАВЕРНА,false,false,20,
08/22/2020 06:00:00 PM,019XX W CHICAGO AVE,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,Квартира,false,false,12,
11/28/2020 07:56:00 AM,035XX W 62ND PL,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,РЕЗИДЕНЦИЯ,false,false,8,
06/29/2020 04:00:00 PM,033XX W 53RD ST,Кража,TO VEHICLE,УЛИЦА,false,false,8,
01/13/2020 02:30:00 PM,013XX N STATE PKWY,Кража,$500 AND UNDER,ГАРАЖ,false,false,18,
03/23/2020 12:14:00 PM,085XX S COTTAGE GROVE AVE,Кража,RETAIL THEFT,УНИВЕРМАГ,false,false,6,
03/26/2020 10:30:00 PM,027XX N MONITOR AVE,Кража,TO VEHICLE,УЛИЦА,false,false,25,
03/13/2020 12:15:00 AM,018XX W JACKSON BLVD,ARSON,AGGRAVATED,Квартира,false,false,12,
02/20/2020 10:14:00 PM,039XX W MADISON ST,Нападение,TO LAND,TAVERN/LIQUOR STORE,true,false,11,
05/21/2020 11:00:00 AM,0000X E CONGRESS PKWY,Кража,FROM BUILDING,РЕСТОРАН,false,false,1,
10/01/2020 07:10:00 PM,052XX W GEORGE ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,25,
10/16/2020 08:00:00 AM,007XX N PULASKI RD,Кража,TO PROPERTY,Другое,false,false,11,
09/30/2020 01:00:00 PM,014XX N KEELER AVE,Драка,SIMPLE,Тротуар,false,false,25,
02/19/2021 11:55:00 AM,038XX W MAYPOLE AVE,НАРКОТИКИ,MANU/DELIVER: HEROIN (WHITE),Тротуар,true,false,11,
12/20/2020 07:35:00 PM,008XX W BUCKINGHAM PL,Кража,FROM BUILDING,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,19,
02/13/2020 10:33:00 PM,045XX W MAYPOLE AVE,НАРКОТИКИ,POSS: CANNABIS 30GMS OR LESS,УЛИЦА,true,false,11,
04/08/2020 07:07:00 PM,006XX W HARRISON ST,УГОН АВТОМОБИЛЯ,THEFT OF LOST/MISLAID PROP,Другое COMMERCIAL TRANSPORTATION,true,true,1,
01/12/2020 07:00:00 PM,012XX S SAWYER AVE,Драка,SIMPLE,Квартира,true,false,10,
05/19/2020 08:37:00 AM,074XX S KENWOOD AVE,Ограбление,ARMED:KNIFE/CUTTING INSTRUMENT,Другое,false,false,3,
02/17/2021 07:58:00 PM,008XX E 90TH PL,ПРАВОНАРУШЕНИЕ В ОТНОШЕНИИ ДЕТЕЙ,ДРУГОЕ НАРУШЕНИЕ,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,6,
12/25/2020 02:45:00 AM,116XX S WALLACE ST,ДРУГОЕ НАРУШЕНИЕ,Другое VEHICLE OFFENSE,РЕЗИДЕНЦИЯ,false,true,5,
12/13/2020 08:30:00 PM,008XX E 76TH ST,НАРКОТИКИ,POSSESSION OF DRUG EQUIPMENT,УЛИЦА,true,false,6,
11/08/2020 08:40:00 PM,055XX S KEDZIE AVE,Кража,$500 AND UNDER,Гараж,false,false,8,
12/07/2020 08:00:00 PM,080XX S UNIVERSITY AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,4,
01/27/2020 10:30:00 PM,020XX W 70TH PL,Драка,SIMPLE,Тротуар,false,false,7,
11/23/2020 09:30:00 AM,013XX E 47TH ST,Нападение,SIMPLE,CONVENIENCE STORE,true,false,2,
02/11/2020 12:00:00 PM,103XX S HOMAN AVE,УГОН АВТОМОБИЛЯ,FINANCIAL IDENTITY THEFT OVER $ 300,РЕЗИДЕНЦИЯ,false,false,22,
08/12/2020 04:00:00 PM,085XX S MUSKEGON AVE,Драка,DOMESTIC BATTERY SIMPLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,true,4,
09/20/2020 01:05:00 AM,049XX S WESTERN AVE,Кража,$500 AND UNDER,УЛИЦА,false,false,9,
11/07/2020 12:01:00 AM,087XX S STONY ISLAND AVE,Кража,RETAIL THEFT,Аптека,false,false,4,
03/01/2021 07:00:00 PM,001XX N CLARK ST,Кража,FROM BUILDING,РЕСТОРАН,false,false,1,
02/22/2021 11:40:00 PM,078XX S JEFFERY BLVD,Драка,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,Квартира,false,false,4,
10/11/2020 08:35:00 AM,028XX W 59TH ST,Кража,$500 AND UNDER,БЕНЗОКОЛОНКА,false,false,8,
09/11/2020 09:00:00 PM,022XX E 102ND ST,Кража,$500 AND UNDER,УЛИЦА,false,false,4,
07/10/2020 01:10:00 AM,095XX S PERRY AVE,Ограбление,ARMED: HANDGUN,РЕЗИДЕНЦИЯ,false,false,5,
06/05/2020 11:38:00 PM,073XX S PEORIA ST,Драка,SIMPLE,РЕЗИДЕНЦИЯ,false,false,7,
12/13/2020 02:30:00 PM,011XX S CANAL ST,Кража,POCKET-PICKING,РЕСТОРАН,false,false,1,
12/28/2020 03:00:00 PM,015XX W 46TH ST,ДРУГОЕ НАРУШЕНИЕ,Другое VEHICLE OFFENSE,Другое,false,false,9,
06/04/2020 09:13:00 AM,039XX W GRENSHAW ST,НАРУШЕНИЕ ОБЩЕСТВЕННОГО ПОРЯДКА,Другое VIOLATION,Другое,false,false,11,
03/06/2020 07:00:00 PM,050XX N TRIPP AVE,Кража,OVER $500,ГАРАЖ,false,false,17,
05/30/2020 08:00:00 PM,047XX N MARIA CT,УГОН АВТОМОБИЛЯ,AUTOMOBILE,УЛИЦА,false,false,16,
06/07/2020 06:00:00 PM,053XX S SAWYER AVE,Кража,TO VEHICLE,УЛИЦА,false,false,8,
04/14/2020 07:58:00 AM,006XX W OHARE ST,Драка,SIMPLE,Гараж,true,false,16,
10/15/2020 08:33:00 AM,022XX W CORNELIA AVE,Нападение,SIMPLE,Тротуар,false,false,19,
04/21/2020 08:00:00 PM,084XX S DREXEL AVE,Кража,TO PROPERTY,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,true,6,
08/07/2020 02:50:00 PM,014XX W 115TH ST,Драка,SIMPLE,CONVENIENCE STORE,false,false,22,
01/01/2021 08:10:00 AM,028XX W 86TH PL,Кража,TO VEHICLE,ЖИЛОЙ ДВОР (ПЕРЕДНИЙ / ЗАДНИЙ),false,true,8,
01/21/2020 01:45:00 AM,095XX S CONSTANCE AVE,Драка,DOMESTIC BATTERY SIMPLE,Квартира,false,true,4,
07/17/2020 04:42:00 AM,018XX W BERENICE AVE,УГОН АВТОМОБИЛЯ,CREDIT CARD FRAUD,Другое,false,false,19,
04/25/2020 07:43:00 PM,021XX S SPRINGFIELD AVE,Кража,TO PROPERTY,Квартира,true,true,10,
03/02/2020 02:35:00 PM,056XX S BISHOP ST,НАРКОТИКИ,MANU/DEL:CANNABIS 10GM OR LESS,Тротуар,true,false,7,
08/03/2020 03:30:00 PM,026XX N MILWAUKEE AVE,SEX OFFENSE,PUBLIC INDECENCY,CTA TRAIN,false,false,14,
03/22/2020 02:00:00 PM,005XX W LAKE ST,ДРУГОЕ НАРУШЕНИЕ,HARASSMENT BY TELEPHONE,CTA GARAGE / Другое PROPERTY,false,false,1,
07/16/2020 12:45:00 PM,002XX E ERIE ST,Кража,$500 AND UNDER,Тротуар,false,false,18,
08/13/2020 02:45:00 AM,012XX S HALSTED ST,Кража,TO VEHICLE,VEHICLE - Другое RIDE SERVICE,false,false,12,
05/18/2020 02:00:00 AM,029XX N LOWELL AVE,Кража со взломом,FORCIBLE ENTRY,РЕЗИДЕНЦИЯ,false,false,25,
05/12/2020 01:00:00 PM,057XX W 64TH ST,Кража,$500 AND UNDER,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,8,
07/20/2020 10:00:00 AM,013XX S FEDERAL ST,Кража,OVER $500,РЕЗИДЕНЦИЯ,false,false,1,
07/26/2020 02:40:00 AM,019XX N RICHMOND ST,Нападение,TO РЕЗИДЕНЦИЯ,РЕЗИДЕНЦИЯ PORCH/HALLWAY,true,true,14,
08/24/2020 12:55:00 AM,054XX S RACINE AVE,Драка,SIMPLE,РЕЗИДЕНЦИЯ,false,false,9,
01/09/2020 11:00:00 PM,075XX W FOREST PRESERVE AVE,УГОН АВТОМОБИЛЯ,ATT: AUTOMOBILE,УЛИЦА,false,false,16,
01/03/2021 03:38:00 PM,040XX W WABANSIA AVE,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,Тротуар,true,false,25,
09/04/2020 07:00:00 PM,061XX S PULASKI RD,Кража,$500 AND UNDER,РЕСТОРАН,false,false,8,
01/02/2020 09:00:00 AM,024XX W 34TH PL,Кража,TO VEHICLE,УЛИЦА,false,false,9,
07/30/2020 03:00:00 PM,010XX N RUSH ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,Гараж,false,false,18,
08/31/2020 09:40:00 PM,076XX S SOUTH SHORE DR,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,4,
09/03/2020 12:05:00 AM,003XX N BELL AVE,Драка,SIMPLE,Другое,false,false,12,
04/21/2020 08:00:00 PM,055XX W CONGRESS PKWY,ДРУГОЕ НАРУШЕНИЕ,TELEPHONE THREAT,Квартира,false,false,15,
04/24/2020 08:30:00 PM,065XX S DR MARTIN LUTHER KING JR DR,УГОН АВТОМОБИЛЯ,AUTOMOBILE,Другое,false,false,3,
06/12/2020 11:37:00 PM,047XX W MADISON ST,Кража со взломом,FORCIBLE ENTRY,CONVENIENCE STORE,false,false,11,
11/12/2020 12:00:00 PM,022XX N CANNON DR,Кража,OVER $500,Гараж,false,false,18,
02/16/2020 02:10:00 PM,082XX S RICHMOND ST,Кража,$500 AND UNDER,РЕЗИДЕНЦИЯ PORCH/HALLWAY,false,false,8,
05/18/2020 12:00:00 PM,015XX W BERTEAU AVE,УГОН АВТОМОБИЛЯ,ATTEMPT - FINANCIAL IDENTITY THEFT,Квартира,false,false,19,
12/19/2020 06:45:00 AM,072XX S EAST END AVE,УГОН АВТОМОБИЛЯ,AUTOMOBILE,ГАРАЖ,false,false,3,
12/23/2020 06:00:00 PM,0000X W 79TH ST,Нападение,TO STATE SUP LAND,ПЛАТФОРМА,true,false,6,
06/19/2020 04:00:00 PM,041XX S ALBANY AVE,Кража,TO PROPERTY,РЕЗИДЕНЦИЯ,false,false,9,
07/02/2020 10:30:00 AM,011XX W WASHBURNE AVE,ДРУГОЕ НАРУШЕНИЕ,VIOLATE ORDER OF PROTECTION,Квартира,false,true,12,
03/28/2020 01:38:00 AM,084XX S EXCHANGE AVE,Драка,SIMPLE,Квартира,true,false,4,
08/29/2020 01:00:00 AM,046XX N MARINE DR,Кража,FROM BUILDING,ЗДАНИЕ БОЛЬНИЦЫ,false,false,19,
01/02/2021 05:00:00 PM,014XX W 47TH ST,Кража,FROM BUILDING,ГАРАЖ,false,false,9,
07/07/2020 02:00:00 PM,043XX N SHERIDAN RD,Кража,RETAIL THEFT,ПРОДОВОЛЬСТВЕННЫЙ МАГАЗИН,true,false,19,
05/14/2020 07:00:00 PM,086XX S STONY ISLAND AVE,Кража,OVER $500,БЕНЗОКОЛОНКА,false,false,4,
03/18/2020 02:30:00 AM,012XX S WABASH AVE,Драка,AGGRAVATED: Другое DANG WEAPON,Тротуар,false,false,1,
08/19/2020 03:39:00 PM,051XX W 55TH ST,УГОН АВТОМОБИЛЯ,AUTOMOBILE,Другое,false,false,8,
